-5,000000;1,675262
-4,980000;1,699977
-4,960000;1,724412
-4,940000;1,748557
-4,920000;1,772403
-4,900000;1,795940
-4,880000;1,819159
-4,860000;1,842050
-4,840000;1,864604
-4,820000;1,886812
-4,800000;1,908666
-4,780000;1,930156
-4,760000;1,951274
-4,740000;1,972011
-4,720000;1,992360
-4,700000;2,012312
-4,680000;2,031859
-4,660000;2,050993
-4,640000;2,069707
-4,620000;2,087993
-4,600000;2,105844
-4,580000;2,123252
-4,560000;2,140211
-4,540000;2,156714
-4,520000;2,172755
-4,500000;2,188326
-4,480000;2,203422
-4,460000;2,218037
-4,440000;2,232164
-4,420000;2,245799
-4,400000;2,258935
-4,380000;2,271568
-4,360000;2,283692
-4,340000;2,295303
-4,320000;2,306395
-4,300000;2,316965
-4,280000;2,327008
-4,260000;2,336521
-4,240000;2,345499
-4,220000;2,353938
-4,200000;2,361837
-4,180000;2,369190
-4,160000;2,375996
-4,140000;2,382251
-4,120000;2,387954
-4,100000;2,393101
-4,080000;2,397691
-4,060000;2,401722
-4,040000;2,405193
-4,020000;2,408101
-4,000000;2,410446
-3,980000;2,412227
-3,960000;2,413443
-3,940000;2,414094
-3,920000;2,414179
-3,900000;2,413698
-3,880000;2,412652
-3,860000;2,411041
-3,840000;2,408866
-3,820000;2,406127
-3,800000;2,402826
-3,780000;2,398963
-3,760000;2,394541
-3,740000;2,389561
-3,720000;2,384025
-3,700000;2,377936
-3,680000;2,371296
-3,660000;2,364107
-3,640000;2,356372
-3,620000;2,348095
-3,600000;2,339279
-3,580000;2,329927
-3,560000;2,320043
-3,540000;2,309631
-3,520000;2,298695
-3,500000;2,287240
-3,480000;2,275270
-3,460000;2,262790
-3,440000;2,249804
-3,420000;2,236319
-3,400000;2,222339
-3,380000;2,207871
-3,360000;2,192919
-3,340000;2,177490
-3,320000;2,161590
-3,300000;2,145225
-3,280000;2,128403
-3,260000;2,111129
-3,240000;2,093410
-3,220000;2,075255
-3,200000;2,056669
-3,180000;2,037660
-3,160000;2,018237
-3,140000;1,998406
-3,120000;1,978176
-3,100000;1,957554
-3,080000;1,936550
-3,060000;1,915171
-3,040000;1,893426
-3,020000;1,871323
-3,000000;1,848872
-2,980000;1,826082
-2,960000;1,802961
-2,940000;1,779519
-2,920000;1,755765
-2,900000;1,731709
-2,880000;1,707360
-2,860000;1,682728
-2,840000;1,657823
-2,820000;1,632655
-2,800000;1,607234
-2,780000;1,581570
-2,760000;1,555674
-2,740000;1,529555
-2,720000;1,503224
-2,700000;1,476692
-2,680000;1,449970
-2,660000;1,423067
-2,640000;1,395995
-2,620000;1,368765
-2,600000;1,341387
-2,580000;1,313873
-2,560000;1,286233
-2,540000;1,258479
-2,520000;1,230621
-2,500000;1,202671
-2,480000;1,174640
-2,460000;1,146540
-2,440000;1,118380
-2,420000;1,090173
-2,400000;1,061931
-2,380000;1,033663
-2,360000;1,005382
-2,340000;0,977099
-2,320000;0,948824
-2,300000;0,920571
-2,280000;0,892349
-2,260000;0,864170
-2,240000;0,836046
-2,220000;0,807987
-2,200000;0,780005
-2,180000;0,752111
-2,160000;0,724316
-2,140000;0,696631
-2,120000;0,669068
-2,100000;0,641637
-2,080000;0,614349
-2,060000;0,587216
-2,040000;0,560248
-2,020000;0,533455
-2,000000;0,506849
-1,980000;0,480441
-1,960000;0,454240
-1,940000;0,428258
-1,920000;0,402504
-1,900000;0,376989
-1,880000;0,351724
-1,860000;0,326718
-1,840000;0,301981
-1,820000;0,277523
-1,800000;0,253354
-1,780000;0,229484
-1,760000;0,205923
-1,740000;0,182678
-1,720000;0,159761
-1,700000;0,137180
-1,680000;0,114944
-1,660000;0,093061
-1,640000;0,071542
-1,620000;0,050394
-1,600000;0,029626
-1,580000;0,009246
-1,560000;-0,010738
-1,540000;-0,030317
-1,520000;-0,049485
-1,500000;-0,068232
-1,480000;-0,086552
-1,460000;-0,104438
-1,440000;-0,121882
-1,420000;-0,138877
-1,400000;-0,155417
-1,380000;-0,171494
-1,360000;-0,187103
-1,340000;-0,202237
-1,320000;-0,216891
-1,300000;-0,231057
-1,280000;-0,244731
-1,260000;-0,257907
-1,240000;-0,270580
-1,220000;-0,282745
-1,200000;-0,294397
-1,180000;-0,305531
-1,160000;-0,316143
-1,140000;-0,326228
-1,120000;-0,335783
-1,100000;-0,344803
-1,080000;-0,353286
-1,060000;-0,361228
-1,040000;-0,368624
-1,020000;-0,375474
-1,000000;-0,381773
-0,980000;-0,387520
-0,960000;-0,392712
-0,940000;-0,397346
-0,920000;-0,401422
-0,900000;-0,404937
-0,880000;-0,407890
-0,860000;-0,410280
-0,840000;-0,412106
-0,820000;-0,413367
-0,800000;-0,414063
-0,780000;-0,414193
-0,760000;-0,413757
-0,740000;-0,412756
-0,720000;-0,411190
-0,700000;-0,409060
-0,680000;-0,406366
-0,660000;-0,403109
-0,640000;-0,399291
-0,620000;-0,394914
-0,600000;-0,389978
-0,580000;-0,384487
-0,560000;-0,378441
-0,540000;-0,371845
-0,520000;-0,364699
-0,500000;-0,357008
-0,480000;-0,348774
-0,460000;-0,340001
-0,440000;-0,330691
-0,420000;-0,320849
-0,400000;-0,310479
-0,380000;-0,299585
-0,360000;-0,288171
-0,340000;-0,276242
-0,320000;-0,263802
-0,300000;-0,250857
-0,280000;-0,237411
-0,260000;-0,223471
-0,240000;-0,209041
-0,220000;-0,194127
-0,200000;-0,178736
-0,180000;-0,162873
-0,160000;-0,146545
-0,140000;-0,129759
-0,120000;-0,112521
-0,100000;-0,094838
-0,080000;-0,076716
-0,060000;-0,058165
-0,040000;-0,039189
-0,020000;-0,019799
0,000000;0,000000
0,020000;0,020199
0,040000;0,040789
0,060000;0,061763
0,080000;0,083113
0,100000;0,104829
0,120000;0,126904
0,140000;0,149327
0,160000;0,172091
0,180000;0,195186
0,200000;0,218603
0,220000;0,242332
0,240000;0,266365
0,260000;0,290691
0,280000;0,315300
0,300000;0,340184
0,320000;0,365331
0,340000;0,390732
0,360000;0,416377
0,380000;0,442256
0,400000;0,468357
0,420000;0,494672
0,440000;0,521188
0,460000;0,547896
0,480000;0,574784
0,500000;0,601843
0,520000;0,629061
0,540000;0,656427
0,560000;0,683931
0,580000;0,711561
0,600000;0,739307
0,620000;0,767157
0,640000;0,795100
0,660000;0,823125
0,680000;0,851220
0,700000;0,879375
0,720000;0,907579
0,740000;0,935819
0,760000;0,964085
0,780000;0,992366
0,800000;1,020649
0,820000;1,048925
0,840000;1,077180
0,860000;1,105405
0,880000;1,133588
0,900000;1,161717
0,920000;1,189781
0,940000;1,217770
0,960000;1,245672
0,980000;1,273475
1,000000;1,301169
1,020000;1,328742
1,040000;1,356184
1,060000;1,383483
1,080000;1,410629
1,100000;1,437611
1,120000;1,464418
1,140000;1,491039
1,160000;1,517464
1,180000;1,543681
1,200000;1,569681
1,220000;1,595454
1,240000;1,620988
1,260000;1,646273
1,280000;1,671301
1,300000;1,696059
1,320000;1,720540
1,340000;1,744732
1,360000;1,768626
1,380000;1,792213
1,400000;1,815483
1,420000;1,838426
1,440000;1,861035
1,460000;1,883299
1,480000;1,905209
1,500000;1,926758
1,520000;1,947936
1,540000;1,968734
1,560000;1,989146
1,580000;2,009161
1,600000;2,028773
1,620000;2,047974
1,640000;2,066755
1,660000;2,085109
1,680000;2,103030
1,700000;2,120509
1,720000;2,137540
1,740000;2,154117
1,760000;2,170231
1,780000;2,185878
1,800000;2,201050
1,820000;2,215741
1,840000;2,229947
1,860000;2,243660
1,880000;2,256876
1,900000;2,269590
1,920000;2,281795
1,940000;2,293488
1,960000;2,304663
1,980000;2,315317
2,000000;2,325444
2,020000;2,335042
2,040000;2,344105
2,060000;2,352630
2,080000;2,360615
2,100000;2,368055
2,120000;2,374949
2,140000;2,381292
2,160000;2,387083
2,180000;2,392319
2,200000;2,396998
2,220000;2,401118
2,240000;2,404678
2,260000;2,407675
2,280000;2,410110
2,300000;2,411981
2,320000;2,413287
2,340000;2,414028
2,360000;2,414203
2,380000;2,413813
2,400000;2,412857
2,420000;2,411336
2,440000;2,409250
2,460000;2,406601
2,480000;2,403389
2,500000;2,399616
2,520000;2,395283
2,540000;2,390392
2,560000;2,384944
2,580000;2,378943
2,600000;2,372390
2,620000;2,365288
2,640000;2,357641
2,660000;2,349450
2,680000;2,340719
2,700000;2,331452
2,720000;2,321653
2,740000;2,311324
2,760000;2,300472
2,780000;2,289099
2,800000;2,277210
2,820000;2,264811
2,840000;2,251906
2,860000;2,238500
2,880000;2,224599
2,900000;2,210207
2,920000;2,195332
2,940000;2,179979
2,960000;2,164154
2,980000;2,147863
3,000000;2,131113
3,020000;2,113910
3,040000;2,096262
3,060000;2,078175
3,080000;2,059657
3,100000;2,040716
3,120000;2,021358
3,140000;2,001591
3,160000;1,981424
3,180000;1,960865
3,200000;1,939921
3,220000;1,918601
3,240000;1,896913
3,260000;1,874867
3,280000;1,852471
3,300000;1,829734
3,320000;1,806665
3,340000;1,783274
3,360000;1,759569
3,380000;1,735560
3,400000;1,711257
3,420000;1,686670
3,440000;1,661808
3,460000;1,636681
3,480000;1,611299
3,500000;1,585673
3,520000;1,559813
3,540000;1,533729
3,560000;1,507432
3,580000;1,480931
3,600000;1,454238
3,620000;1,427363
3,640000;1,400318
3,660000;1,373112
3,680000;1,345757
3,700000;1,318264
3,720000;1,290643
3,740000;1,262907
3,760000;1,235065
3,780000;1,207129
3,800000;1,179110
3,820000;1,151019
3,840000;1,122868
3,860000;1,094668
3,880000;1,066431
3,900000;1,038166
3,920000;1,009886
3,940000;0,981603
3,960000;0,953326
3,980000;0,925069
4,000000;0,896841
4,020000;0,868655
4,040000;0,840521
4,060000;0,812451
4,080000;0,784456
4,100000;0,756547
4,120000;0,728735
4,140000;0,701032
4,160000;0,673449
4,180000;0,645996
4,200000;0,618685
4,220000;0,591526
4,240000;0,564531
4,260000;0,537710
4,280000;0,511074
4,300000;0,484633
4,320000;0,458399
4,340000;0,432381
4,360000;0,406590
4,380000;0,381037
4,400000;0,355731
4,420000;0,330683
4,440000;0,305902
4,460000;0,281399
4,480000;0,257184
4,500000;0,233266
4,520000;0,209654
4,540000;0,186359
4,560000;0,163389
4,580000;0,140753
4,600000;0,118462
4,620000;0,096522
4,640000;0,074945
4,660000;0,053737
4,680000;0,032908
4,700000;0,012465
4,720000;-0,007582
4,740000;-0,027226
4,760000;-0,046460
4,780000;-0,065275
4,800000;-0,083664
4,820000;-0,101619
4,840000;-0,119134
4,860000;-0,136201
4,880000;-0,152813
4,900000;-0,168965
4,920000;-0,184649
4,940000;-0,199859
4,960000;-0,214589
4,980000;-0,228834
